campaign_id,phase_id,phase_run_id,acquisition_id,parent_acquisition_id,start_utc,end_utc,operator_id,configuration_id,calibration_bundle_id,sample_id,measurement_kind,condition_set_id,replicate_index,planned,accepted,rejection_code,raw_primary_artifact_id,notes
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A001,,2026-08-17T16:59:22.447720+00:00,2026-08-17T16:59:22.447720+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,1,true,true,,PT01-ART-0043,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A002,,2026-08-17T16:59:23.059358+00:00,2026-08-17T16:59:23.059358+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,2,true,true,,PT01-ART-0044,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A003,,2026-08-17T16:59:23.474478+00:00,2026-08-17T16:59:23.474478+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,3,true,true,,PT01-ART-0045,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A004,,2026-08-17T16:59:23.851786+00:00,2026-08-17T16:59:23.851786+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,4,true,true,,PT01-ART-0046,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A005,,2026-08-17T16:59:24.260550+00:00,2026-08-17T16:59:24.260550+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,5,true,true,,PT01-ART-0047,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A006,,2026-08-17T16:59:24.661213+00:00,2026-08-17T16:59:24.661213+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,6,true,true,,PT01-ART-0048,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A007,,2026-08-17T16:59:25.061196+00:00,2026-08-17T16:59:25.061196+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,7,true,true,,PT01-ART-0049,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A008,,2026-08-17T16:59:25.460610+00:00,2026-08-17T16:59:25.460610+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,8,true,true,,PT01-ART-0050,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A009,,2026-08-17T16:59:25.857957+00:00,2026-08-17T16:59:25.857957+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,9,true,true,,PT01-ART-0051,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A010,,2026-08-17T16:59:26.257994+00:00,2026-08-17T16:59:26.257994+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,10,true,true,,PT01-ART-0052,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A011,,2026-08-17T16:59:26.657617+00:00,2026-08-17T16:59:26.657617+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,11,true,true,,PT01-ART-0053,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A012,,2026-08-17T16:59:27.055498+00:00,2026-08-17T16:59:27.055498+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,12,true,true,,PT01-ART-0054,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A013,,2026-08-17T16:59:27.468581+00:00,2026-08-17T16:59:27.468581+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,13,true,true,,PT01-ART-0055,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A014,,2026-08-17T16:59:27.854686+00:00,2026-08-17T16:59:27.854686+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,14,true,true,,PT01-ART-0056,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A015,,2026-08-17T16:59:28.262541+00:00,2026-08-17T16:59:28.262541+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,15,true,true,,PT01-ART-0057,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A016,,2026-08-17T16:59:28.661802+00:00,2026-08-17T16:59:28.661802+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,16,true,true,,PT01-ART-0058,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A017,,2026-08-17T16:59:29.059985+00:00,2026-08-17T16:59:29.059985+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,17,true,true,,PT01-ART-0059,Both laser destination DB9 connectors physically disconnected
system_recalibration_001,PT-01,system_recalibration_001_PT-01_001,PT01-TC08-0000000NS-A018,,2026-08-17T16:59:29.454213+00:00,2026-08-17T16:59:29.454213+00:00,Christopher_Robertson,PT01-STEP8-FIRE-TO-MIRCAT-PIN4-v1,MS02+T1-01-COMPLETED-WORKING-EVIDENCE,,electrical_falling_edge_timing,PT01-COND-0000000NS,18,true,true,,PT01-ART-0060,Both laser destination DB9 connectors physically disconnected
