campaign_id,phase_id,acquisition_id,condition_set_id,condition_name,value_text,value_number,unit,source,uncertainty_value,uncertainty_unit,uncertainty_type,notes
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A001,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A002,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A003,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A004,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A005,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A006,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A007,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A008,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A009,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A010,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A011,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A012,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A013,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A014,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A015,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A016,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A017,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A018,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A019,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A020,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A021,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A022,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A023,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A024,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A025,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A026,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A027,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A028,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A029,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A030,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A031,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A032,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A033,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A034,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A035,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A036,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A037,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A038,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A039,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A040,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A041,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A042,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A043,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
system_recalibration_001,PT-01,PT01-TC08-0000000NS-A044,PT01-COND-0000000NS,programmed_process_trigger_delay,,0,ns,active_recipe_0ns.json,,,,setpoint
