attempt,accepted_index,status,reason,raw_path,programmed_delay_ns,measured_separation_ns,residual_ns,reference_edge_time_ns,target_edge_time_ns,sample_interval_ns,timebase,total_samples,pre_trigger_samples,threshold_adc,captured_utc
1,1,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_001.csv,1000000,1000016.3687516688,16.36875166883692,7994.3670393166685,1008010.7357909855,8.0,3,128000,1000,5000,2026-07-30T19:23:38.957885+00:00
2,2,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_002.csv,1000000,1000016.2591146606,16.259114660555497,7994.32469775475,1008010.5838124153,8.0,3,128000,1000,5000,2026-07-30T19:23:39.191477+00:00
3,3,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_003.csv,1000000,1000020.5304181435,20.53041814349126,7997.917412466635,1008018.4478306101,8.0,3,128000,1000,5000,2026-07-30T19:23:39.404330+00:00
4,4,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_004.csv,1000000,1000016.319522764,16.31952276395168,7994.603661485319,1008010.9231842493,8.0,3,128000,1000,5000,2026-07-30T19:23:39.619671+00:00
5,5,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_005.csv,1000000,1000017.156543633,17.15654363296926,7994.712147380541,1008011.8686910135,8.0,3,128000,1000,5000,2026-07-30T19:23:39.842317+00:00
6,6,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_006.csv,1000000,1000016.2546059865,16.254605986527167,7994.32469775475,1008010.5793037412,8.0,3,128000,1000,5000,2026-07-30T19:23:40.051779+00:00
7,7,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_007.csv,1000000,1000016.1272432057,16.12724320567213,7994.503520658961,1008010.6307638646,8.0,3,128000,1000,5000,2026-07-30T19:23:40.278541+00:00
8,8,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_008.csv,1000000,1000022.1224504842,22.122450484195724,7994.503520658961,1008016.6259711431,8.0,3,128000,1000,5000,2026-07-30T19:23:40.531444+00:00
9,9,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_009.csv,1000000,1000016.4805437971,16.480543797137216,7994.3670393166685,1008010.8475831138,8.0,3,128000,1000,5000,2026-07-30T19:23:40.774176+00:00
10,10,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_010.csv,1000000,1000016.3540697503,16.354069750290364,7994.55269574641,1008010.9067654967,8.0,3,128000,1000,5000,2026-07-30T19:23:41.034197+00:00
11,11,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_011.csv,1000000,1000017.836668601,17.83666860102676,7992.654922279793,1008010.4915908808,8.0,3,128000,1000,5000,2026-07-30T19:23:41.263336+00:00
12,12,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_2_extref_to_mircat\raw\1000000ns\attempt_012.csv,1000000,1000016.3174709339,16.317470933892764,7994.3670393166685,1008010.6845102506,8.0,3,128000,1000,5000,2026-07-30T19:23:41.529252+00:00
