attempt,accepted_index,status,reason,raw_path,programmed_delay_ns,measured_separation_ns,residual_ns,reference_edge_time_ns,target_edge_time_ns,sample_interval_ns,timebase,total_samples,pre_trigger_samples,threshold_adc,captured_utc
1,1,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_001.csv,100,100.2079292228882,0.20792922288819682,1999.6813471502592,2099.8892763731474,2.0,1,12000,1000,5000,2026-08-08T22:07:38.681783+00:00
2,2,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_002.csv,100,100.07486680467582,0.07486680467582119,1999.064627528367,2099.139494333043,2.0,1,12000,1000,5000,2026-08-08T22:07:38.769491+00:00
3,3,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_003.csv,100,100.07486680467582,0.07486680467582119,1999.064627528367,2099.139494333043,2.0,1,12000,1000,5000,2026-08-08T22:07:38.864370+00:00
4,4,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_004.csv,100,100.06363187403485,0.06363187403485426,1998.5757052389176,2098.6393371129525,2.0,1,12000,1000,5000,2026-08-08T22:07:38.965116+00:00
5,5,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_005.csv,100,100.39445871479802,0.3944587147980201,1999.4948176583493,2099.8892763731474,2.0,1,12000,1000,5000,2026-08-08T22:07:39.063601+00:00
6,6,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_006.csv,100,100.23756782160763,0.23756782160762668,1998.7788746298124,2099.01644245142,2.0,1,12000,1000,5000,2026-08-08T22:07:39.162764+00:00
7,7,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_007.csv,100,100.18502730289083,0.18502730289083047,1999.4948176583493,2099.67984496124,2.0,1,12000,1000,5000,2026-08-08T22:07:39.260984+00:00
8,8,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_008.csv,100,99.94376018815956,-0.05623981184044169,1998.5757052389176,2098.519465427077,2.0,1,12000,1000,5000,2026-08-08T22:07:39.359557+00:00
9,9,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_009.csv,100,100.1702561925631,0.17025619256310165,1999.064627528367,2099.23488372093,2.0,1,12000,1000,5000,2026-08-08T22:07:39.467933+00:00
10,10,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_010.csv,100,99.99498607272176,-0.005013927278241681,1999.7168073676132,2099.711793440335,2.0,1,12000,1000,5000,2026-08-08T22:07:39.565526+00:00
11,11,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_011.csv,100,99.97205824167668,-0.027941758323322574,1999.9393474088292,2099.911405650506,2.0,1,12000,1000,5000,2026-08-08T22:07:39.665670+00:00
12,12,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_012.csv,100,100.24062336827728,0.2406233682772836,1999.9454231433506,2100.186046511628,2.0,1,12000,1000,5000,2026-08-08T22:07:39.762005+00:00
13,13,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_2_fire_to_qswitch\raw\100ns\attempt_013.csv,100,100.24062336827728,0.2406233682772836,1999.9454231433506,2100.186046511628,2.0,1,12000,1000,5000,2026-08-08T22:07:39.860007+00:00
