"path","bytes","status","error"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0000\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0000\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0001\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0001\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0002\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0002\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0003\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0003\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0004\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0004\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0005\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0005\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0006\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0006\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0007\timestamp.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0007\value.npy","1842240","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\hf2_deferred_capacity_20260907\count_0010\detectors\x\0008\timestamp.npy","1842240","DELETED",""
