"path","bytes","status","error"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\partial\scan_0000391_attempt_01.npz","1729","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000000_baseline_attempt_00.npz","17124312","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000001_phase_000000_attempt_00.npz","14266374","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000002_phase_000001_attempt_00.npz","13928334","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000003_phase_000002_attempt_00.npz","13670282","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000004_phase_000003_attempt_00.npz","13346666","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000005_phase_000004_attempt_00.npz","13344270","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000006_phase_000005_attempt_00.npz","13646670","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000007_phase_000006_attempt_00.npz","13853282","DELETED",""
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_mbco_phase_reconstruction_20260904T002152_3132654Z\retry_06_buffered_single_rearm_ddg_20260904T021526_1936864Z\Phase Scan\2026-09-04\20260904T021539_510021Z_run\raw\rep_0001\scan_0000008_phase_000007_attempt_00.npz","13250128","DELETED",""
