attempt,accepted_index,status,reason,raw_path,programmed_delay_ns,measured_separation_ns,residual_ns,reference_edge_time_ns,target_edge_time_ns,sample_interval_ns,timebase,total_samples,pre_trigger_samples,threshold_adc,captured_utc
1,1,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_001.csv,10000,10000.172522028628,0.17252202862800914,1998.285131103784,11998.457653132413,2.0,1,16000,1000,5000,2026-07-30T19:50:26.274855+00:00
2,2,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_002.csv,10000,10000.58069650394,0.5806965039391798,1998.8727918681536,11999.453488372093,2.0,1,16000,1000,5000,2026-07-30T19:50:26.343014+00:00
3,3,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_003.csv,10000,10000.187683589818,0.18768358981833444,1998.559739907884,11998.747423497702,2.0,1,16000,1000,5000,2026-07-30T19:50:26.407073+00:00
4,4,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_004.csv,10000,10000.709657793068,0.7096577930678905,1999.5019525382997,12000.211610331367,2.0,1,16000,1000,5000,2026-07-30T19:50:26.469800+00:00
5,5,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_005.csv,10000,10000.247116733872,0.24711673387173505,1998.692488607967,11998.939605341839,2.0,1,16000,1000,5000,2026-07-30T19:50:26.535199+00:00
6,6,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_006.csv,10000,10000.254182452258,0.25418245225773717,1998.2034706801546,11998.457653132413,2.0,1,16000,1000,5000,2026-07-30T19:50:26.598356+00:00
7,7,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_007.csv,10000,10000.466100560698,0.4661005606976687,1998.904049126847,11999.370149687546,2.0,1,16000,1000,5000,2026-07-30T19:50:26.664739+00:00
8,8,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_008.csv,10000,10000.40897604659,0.40897604659039644,1999.914651493599,12000.323627540189,2.0,1,16000,1000,5000,2026-07-30T19:50:26.726402+00:00
9,9,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_009.csv,10000,10000.219784618055,0.21978461805520055,1998.6234315522347,11998.84321617029,2.0,1,16000,1000,5000,2026-07-30T19:50:26.792135+00:00
10,10,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_3_extref_to_t6601_replacement\raw\10000ns\attempt_010.csv,10000,10000.608624361113,0.6086243611134705,1998.9572284872497,11999.565852848364,2.0,1,16000,1000,5000,2026-07-30T19:50:26.860153+00:00
