attempt,accepted_index,status,reason,raw_path,programmed_delay_ns,measured_separation_ns,residual_ns,reference_edge_time_ns,target_edge_time_ns,sample_interval_ns,timebase,total_samples,pre_trigger_samples,threshold_adc,captured_utc
1,1,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_001.csv,1000,1057.3491808067417,57.34918080674174,1998.3306641544984,3055.67984496124,2.0,1,12000,1000,5000,2026-08-08T23:51:45.465863+00:00
2,2,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_002.csv,1000,1057.9366107745816,57.936610774581595,1998.7938326733508,3056.7304434479324,2.0,1,12000,1000,5000,2026-08-08T23:51:45.645443+00:00
3,3,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_003.csv,1000,1057.9320478858976,57.932047885897646,1998.9572284872497,3056.8892763731474,2.0,1,12000,1000,5000,2026-08-08T23:51:45.746398+00:00
4,4,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_004.csv,1000,1057.3491808067417,57.34918080674174,1998.3306641544984,3055.67984496124,2.0,1,12000,1000,5000,2026-08-08T23:51:45.844077+00:00
5,5,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_005.csv,1000,1057.4104539409536,57.41045394095363,1998.5009517095523,3055.911405650506,2.0,1,12000,1000,5000,2026-08-08T23:51:45.951420+00:00
6,6,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_006.csv,1000,1057.5750620556694,57.57506205566938,1998.6109844559585,3056.186046511628,2.0,1,12000,1000,5000,2026-08-08T23:51:46.040544+00:00
7,7,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_007.csv,1000,1057.588526581834,57.588526581834,1998.5709153713299,3056.159441953164,2.0,1,12000,1000,5000,2026-08-08T23:51:46.138262+00:00
8,8,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_008.csv,1000,1057.6034592715855,57.60345927158551,1998.5825872400424,3056.186046511628,2.0,1,12000,1000,5000,2026-08-08T23:51:46.245729+00:00
9,9,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_009.csv,1000,1057.4643903111603,57.46439031116029,1998.4371600764368,3055.901550387597,2.0,1,12000,1000,5000,2026-08-08T23:51:46.343683+00:00
10,10,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_010.csv,1000,1057.5379785445402,57.53797854454024,1999.9193857965452,3057.4573643410854,2.0,1,12000,1000,5000,2026-08-08T23:51:46.441690+00:00
11,11,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_011.csv,1000,1058.0546353808263,58.05463538082631,1999.0848589522166,3057.139494333043,2.0,1,12000,1000,5000,2026-08-08T23:51:46.539956+00:00
12,12,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_012.csv,1000,1057.7954813770234,57.79548137702341,1998.649959579628,3056.4454409566515,2.0,1,12000,1000,5000,2026-08-08T23:51:46.646953+00:00
13,13,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_013.csv,1000,1057.2746333638981,57.27463336389815,1998.4371600764368,3055.711793440335,2.0,1,12000,1000,5000,2026-08-08T23:51:46.743686+00:00
14,14,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_014.csv,1000,1057.91679923377,57.91679923377001,1998.8136442141624,3056.7304434479324,2.0,1,12000,1000,5000,2026-08-08T23:51:46.843167+00:00
15,15,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_015.csv,1000,1057.498306413729,57.4983064137291,1998.403243973868,3055.901550387597,2.0,1,12000,1000,5000,2026-08-08T23:51:46.939882+00:00
16,16,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\setup_3_extref_to_qswitch\raw\1000ns\attempt_016.csv,1000,1057.7954813770234,57.79548137702341,1998.649959579628,3056.4454409566515,2.0,1,12000,1000,5000,2026-08-08T23:51:47.037338+00:00
