attempt,accepted_index,status,reason,raw_path,programmed_delay_ns,measured_separation_ns,residual_ns,reference_edge_time_ns,target_edge_time_ns,sample_interval_ns,timebase,total_samples,pre_trigger_samples,threshold_adc,captured_utc
1,1,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_001.csv,1000,1000.5478565743231,0.5478565743230774,1998.4193161790624,2998.9671727533855,2.0,1,7000,1000,5000,2026-07-30T19:08:24.111677+00:00
2,2,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_002.csv,1000,1001.5917090032706,1.59170900327058,1998.83454384411,3000.4262528473805,2.0,1,7000,1000,5000,2026-07-30T19:08:24.152140+00:00
3,3,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_003.csv,1000,1001.5751681897443,1.5751681897443177,1998.6364421416235,3000.211610331368,2.0,1,7000,1000,5000,2026-07-30T19:08:24.200200+00:00
4,4,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_004.csv,1000,1000.9303216336023,0.9303216336022615,1999.7130909090909,3000.643412542693,2.0,1,7000,1000,5000,2026-07-30T19:08:24.249565+00:00
5,5,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_005.csv,1000,1001.0272358894904,1.0272358894903846,1998.5386169588737,2999.565852848364,2.0,1,7000,1000,5000,2026-07-30T19:08:24.287986+00:00
6,6,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_006.csv,1000,1001.4423279707025,1.4423279707025358,1999.0848589522166,3000.527186922919,2.0,1,7000,1000,5000,2026-07-30T19:08:24.327715+00:00
7,7,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_007.csv,1000,1000.6619568478984,0.6619568478984093,1998.472034010894,2999.1339908587925,2.0,1,7000,1000,5000,2026-07-30T19:08:24.358134+00:00
8,8,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_008.csv,1000,1001.6031433651274,1.60314336512738,1998.649959579628,3000.2531029447555,2.0,1,7000,1000,5000,2026-07-30T19:08:24.404367+00:00
9,9,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_009.csv,1000,1001.2333760142928,1.233376014292844,1999.3560736902705,3000.5894497045633,2.0,1,7000,1000,5000,2026-07-30T19:08:24.445082+00:00
10,10,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_010.csv,1000,1001.0365827885107,1.0365827885107137,1998.5489570878171,2999.585539876328,2.0,1,7000,1000,5000,2026-07-30T19:08:24.483968+00:00
11,11,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T2-01\setup_1_extref_to_daq\raw\1000ns\attempt_011.csv,1000,1001.6363748130548,1.636374813054772,1998.649959579628,3000.286334392683,2.0,1,7000,1000,5000,2026-07-30T19:08:24.522565+00:00
