path,timestamp,sample_index,value
/dev18500/demods/0/sample.x,251015190458368,0,-1.8534052651135918e-06
/dev18500/demods/0/sample.x,251015190575104,1,-2.2976366596009037e-06
/dev18500/demods/0/sample.x,251015190691840,2,-2.5696346137408654e-06
/dev18500/demods/0/sample.x,251015190808576,3,-2.5709878715380016e-06
/dev18500/demods/0/sample.x,251015190925312,4,-2.3810347890365737e-06
/dev18500/demods/0/sample.x,251015191042048,5,-1.874579175328289e-06
/dev18500/demods/0/sample.x,251015191158784,6,-1.2749465081428805e-06
/dev18500/demods/0/sample.x,251015191275520,7,-7.896721857022988e-07
/dev18500/demods/0/sample.x,251015191392256,8,-4.6228732777570503e-07
/dev18500/demods/0/sample.x,251015191508992,9,-4.430353401699828e-07
/dev18500/demods/0/sample.x,251015191625728,10,-6.137132559694072e-07
/dev18500/demods/0/sample.x,251015191742464,11,-6.982617289906335e-07
/dev18500/demods/0/sample.x,251015191859200,12,-6.102255141859461e-07
/dev18500/demods/0/sample.x,251015191975936,13,-4.955996386426995e-07
/dev18500/demods/0/sample.x,251015192092672,14,-4.936448897716726e-07
/dev18500/demods/0/sample.x,251015192209408,15,-5.481957921862832e-07
/dev18500/demods/0/sample.x,251015192326144,16,-5.342292212473999e-07
/dev18500/demods/0/sample.x,251015192442880,17,-4.159455807172436e-07
/dev18500/demods/0/sample.x,251015192559616,18,-2.6048862639120854e-07
/dev18500/demods/0/sample.x,251015192676352,19,-1.4239792917646606e-07
/dev18500/demods/0/sample.x,251015192793088,20,-4.969850752410974e-08
/dev18500/demods/0/sample.x,251015192909824,21,-6.40530369683486e-08
/dev18500/demods/0/sample.x,251015193026560,22,-2.8468391238234467e-07
/dev18500/demods/0/sample.x,251015193143296,23,-8.083526596687062e-07
/dev18500/demods/0/sample.x,251015193260032,24,-1.4545290169329708e-06
/dev18500/demods/0/sample.x,251015193376768,25,-1.7912542089618868e-06
/dev18500/demods/0/sample.x,251015193493504,26,-1.667955078168234e-06
/dev18500/demods/0/sample.x,251015193610240,27,-1.1051979575613924e-06
/dev18500/demods/0/sample.x,251015193726976,28,-3.2517345559841907e-07
/dev18500/demods/0/sample.x,251015193843712,29,3.013872353343919e-07
/dev18500/demods/0/sample.x,251015193960448,30,6.373126837955253e-07
/dev18500/demods/0/sample.x,251015194077184,31,8.917594003328828e-07
/dev18500/demods/0/sample.x,251015194193920,32,9.356785433534782e-07
/dev18500/demods/0/sample.x,251015194310656,33,8.773583184578444e-07
/dev18500/demods/0/sample.x,251015194427392,34,8.67239089025177e-07
/dev18500/demods/0/sample.x,251015194544128,35,7.350296028398272e-07
/dev18500/demods/0/sample.x,251015194660864,36,5.329723703618919e-07
/dev18500/demods/0/sample.x,251015194777600,37,3.2146868495815676e-07
/dev18500/demods/0/sample.x,251015194894336,38,1.5681163653690903e-07
